review_text,category,rating,username,ip_address,post_timestamp,review_timestamp,label
The item works perfect perfect perfect wow wow wow.,Home,1,jgonzalez,148.36.195.182,1753124008607,1753125448607,CG
The item works perfect perfect perfect wow wow wow.,Home,1,perrysteven,214.244.1.129,1745448508607,1745451448607,CG
Customer service was very responsive and helpful.,Toys,2,perrysteven,77.89.195.15,1753687108607,1753689148607,OR
Good good good nice nice nice awesome awesome awesome.,Beauty,1,danacampos,224.92.12.161,1753792468607,1753793668607,CG
Good good good nice nice nice awesome awesome awesome.,Clothing,1,icherry,173.139.51.181,1756398988607,1756402528607,CG
Amazing experience! Totally worth the money.,Books,1,kevinpowell,247.195.85.120,1746324208607,1746327328607,OR
Fast delivery and great packaging.,Clothing,4,robert40,48.79.223.176,1746403348607,1746406768607,OR
Amazing experience! Totally worth the money.,Electronics,2,kevinpowell,211.201.167.80,1747336048607,1747337188607,OR
The product quality is excellent and exactly as described.,Beauty,5,zrobinson,33.220.37.213,1750965328607,1750965628607,OR
The product quality is excellent and exactly as described.,Beauty,3,ufox,12.4.20.109,1749006088607,1749009448607,OR
Fast delivery and great packaging.,Beauty,5,elizabethallen,16.136.45.45,1748639968607,1748640568607,OR
This product is the best I ever used ever best product ever wow amazing.,Beauty,2,martinkaren,253.125.227.200,1747509988607,1747513528607,CG
Amazing experience! Totally worth the money.,Toys,1,vjoseph,212.12.119.179,1748936128607,1748937508607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Electronics,1,mark20,28.142.53.131,1755807328607,1755810568607,CG
This product is the best I ever used ever best product ever wow amazing.,Books,1,haley39,13.40.18.142,1750217308607,1750217788607,CG
This product is the best I ever used ever best product ever wow amazing.,Home,2,kimberlymcmahon,78.117.145.253,1751803168607,1751804068607,CG
This product is the best I ever used ever best product ever wow amazing.,Electronics,3,yharrison,171.100.151.190,1752199468607,1752202048607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Electronics,2,kevinpowell,84.108.193.205,1752548608607,1752551668607,CG
Fast delivery and great packaging.,Home,5,wernerjames,208.247.57.196,1746834688607,1746835348607,OR
Customer service was very responsive and helpful.,Beauty,2,jamie71,11.192.13.7,1754956828607,1754959348607,OR
Good good good nice nice nice awesome awesome awesome.,Food,4,anthonyramos,4.234.163.180,1753910728607,1753913608607,CG
Customer service was very responsive and helpful.,Clothing,2,gjackson,48.251.229.97,1751246008607,1751246908607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Toys,1,jessica95,139.72.239.250,1748586808607,1748588908607,CG
Customer service was very responsive and helpful.,Home,3,stanleydaniel,45.136.183.233,1751835268607,1751835568607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Home,3,ericvillarreal,117.35.216.212,1754599468607,1754600368607,CG
The product quality is excellent and exactly as described.,Electronics,2,susanwatson,111.28.62.143,1748912968607,1748913988607,OR
Customer service was very responsive and helpful.,Home,2,joshua83,135.146.133.221,1752639508607,1752641308607,OR
I’ve been using it for a week and it’s performing really well.,Books,4,susanwatson,8.60.94.85,1755033748607,1755034048607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Toys,2,toddboyle,54.158.110.241,1750238848607,1750241188607,CG
This product is the best I ever used ever best product ever wow amazing.,Food,4,ryan31,222.246.164.106,1753517188607,1753520368607,CG
I’ve been using it for a week and it’s performing really well.,Home,2,xmaldonado,117.178.170.103,1755741568607,1755744808607,OR
Fast delivery and great packaging.,Clothing,1,ufox,142.109.172.42,1747344868607,1747347688607,OR
Amazing experience! Totally worth the money.,Books,3,ufox,42.105.34.93,1755807028607,1755807448607,OR
Customer service was very responsive and helpful.,Home,2,ktrujillo,254.218.255.48,1755749548607,1755752608607,OR
I’ve been using it for a week and it’s performing really well.,Electronics,1,joebaker,135.247.80.114,1749345628607,1749347008607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Beauty,5,anthonyramos,179.25.21.67,1752725848607,1752727708607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Home,4,tjones,77.67.121.107,1752530488607,1752530968607,CG
The product quality is excellent and exactly as described.,Beauty,3,wernerjames,31.182.236.163,1751303428607,1751306668607,OR
The product quality is excellent and exactly as described.,Toys,5,andersonkim,179.228.242.100,1755046828607,1755050188607,OR
I’ve been using it for a week and it’s performing really well.,Food,4,iklein,229.228.105.104,1749760468607,1749762868607,OR
Excellent quality very very very good nice and awesome product.,Food,1,mark20,226.167.222.180,1754166808607,1754169148607,CG
Good good good nice nice nice awesome awesome awesome.,Clothing,2,anthonyramos,116.135.49.98,1756802908607,1756805428607,CG
Amazing experience! Totally worth the money.,Electronics,1,andersonmatthew,42.205.142.48,1751328028607,1751330248607,OR
This product is the best I ever used ever best product ever wow amazing.,Electronics,1,stanleydaniel,196.235.157.37,1754439388607,1754442688607,CG
Customer service was very responsive and helpful.,Home,2,marc18,239.208.173.107,1750141888607,1750143748607,OR
The product quality is excellent and exactly as described.,Food,2,lgarrison,232.141.201.117,1751598688607,1751600128607,OR
The product quality is excellent and exactly as described.,Food,1,collinsanna,26.179.250.163,1749698188607,1749701428607,OR
Excellent quality very very very good nice and awesome product.,Food,1,virginia01,184.140.231.168,1750913008607,1750914748607,CG
The product quality is excellent and exactly as described.,Food,5,ktrujillo,70.121.134.63,1756339888607,1756341268607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Home,1,mark20,112.124.221.99,1754795488607,1754798068607,CG
I’ve been using it for a week and it’s performing really well.,Clothing,4,brettwiggins,45.120.110.136,1752914548607,1752917548607,OR
Amazing experience! Totally worth the money.,Food,4,astevens,129.213.48.101,1748886148607,1748887588607,OR
Amazing experience! Totally worth the money.,Beauty,5,gjackson,118.3.6.148,1749897388607,1749897508607,OR
The item works perfect perfect perfect wow wow wow.,Books,1,stanleydaniel,40.1.102.157,1750348528607,1750350268607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Food,4,nicholas99,151.94.112.157,1754124628607,1754125768607,CG
The item works perfect perfect perfect wow wow wow.,Books,5,ufox,200.177.171.80,1744977688607,1744981168607,CG
This product is the best I ever used ever best product ever wow amazing.,Home,4,farrellandrea,220.73.115.73,1747737688607,1747739188607,CG
I’ve been using it for a week and it’s performing really well.,Toys,1,andersonmatthew,165.89.162.3,1746221968607,1746222868607,OR
Amazing experience! Totally worth the money.,Books,4,macknathan,109.21.123.187,1751848588607,1751851288607,OR
Amazing experience! Totally worth the money.,Home,5,lauracarroll,121.235.229.170,1755452368607,1755452488607,OR
The product quality is excellent and exactly as described.,Clothing,2,robert40,203.46.254.249,1754766088607,1754766628607,OR
Fast delivery and great packaging.,Books,4,scottmary,181.122.221.255,1751432908607,1751433748607,OR
Excellent quality very very very good nice and awesome product.,Books,4,mark20,109.84.148.171,1747220068607,1747220128607,CG
The item works perfect perfect perfect wow wow wow.,Books,1,troysmith,90.223.160.157,1750855588607,1750856248607,CG
Fast delivery and great packaging.,Clothing,4,tamaramatthews,161.27.72.84,1752735148607,1752735988607,OR
Amazing experience! Totally worth the money.,Home,5,yharrison,60.197.109.117,1756216948607,1756219768607,OR
Good good good nice nice nice awesome awesome awesome.,Toys,2,alec82,217.144.209.124,1745440948607,1745442028607,CG
The item works perfect perfect perfect wow wow wow.,Books,4,lgarrison,191.211.63.38,1755246628607,1755246748607,CG
The product quality is excellent and exactly as described.,Clothing,3,perrysteven,142.158.213.215,1746626188607,1746627868607,OR
This product is the best I ever used ever best product ever wow amazing.,Toys,1,virginia01,229.140.100.52,1748240548607,1748241448607,CG
Amazing experience! Totally worth the money.,Food,1,vjoseph,143.16.199.37,1754620348607,1754623768607,OR
Excellent quality very very very good nice and awesome product.,Food,4,kathryn58,214.161.59.39,1753086868607,1753088908607,CG
Good good good nice nice nice awesome awesome awesome.,Beauty,2,erik50,116.135.163.14,1745449408607,1745451508607,CG
Excellent quality very very very good nice and awesome product.,Food,1,kevin77,108.142.155.191,1747063408607,1747066768607,CG
The item works perfect perfect perfect wow wow wow.,Toys,4,jacksonrichard,57.125.49.144,1754378548607,1754379268607,CG
I’ve been using it for a week and it’s performing really well.,Electronics,2,scottmary,251.233.244.118,1753684108607,1753687648607,OR
Fast delivery and great packaging.,Food,2,elizabethallen,49.59.18.43,1747173508607,1747176688607,OR
The product quality is excellent and exactly as described.,Clothing,3,alexandrabenitez,184.123.32.223,1750786348607,1750786528607,OR
This product is the best I ever used ever best product ever wow amazing.,Electronics,3,loganmoreno,2.18.184.196,1754230288607,1754233888607,CG
Excellent quality very very very good nice and awesome product.,Books,5,emccarthy,122.66.21.192,1751419168607,1751420548607,CG
This product is the best I ever used ever best product ever wow amazing.,Food,1,millerlisa,19.247.221.85,1746180928607,1746183268607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Toys,3,icherry,96.53.163.132,1746064288607,1746065488607,CG
This product is the best I ever used ever best product ever wow amazing.,Toys,4,wwarner,229.89.44.248,1750697008607,1750697608607,CG
Good good good nice nice nice awesome awesome awesome.,Home,2,joebaker,84.150.32.99,1748487868607,1748488168607,CG
I’ve been using it for a week and it’s performing really well.,Clothing,3,colemanwhitney,231.52.226.177,1755602788607,1755604228607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Clothing,5,campbellmelissa,221.180.128.158,1745163208607,1745165008607,CG
This product is the best I ever used ever best product ever wow amazing.,Food,1,perrysteven,73.233.124.215,1749701128607,1749703888607,CG
This product is the best I ever used ever best product ever wow amazing.,Food,3,martinkaren,133.195.249.171,1756655068607,1756657588607,CG
Fast delivery and great packaging.,Books,5,campbellmelissa,24.156.213.18,1748230108607,1748232448607,OR
Fast delivery and great packaging.,Home,4,michellejones,211.66.246.231,1755089488607,1755092848607,OR
Excellent quality very very very good nice and awesome product.,Electronics,4,williamstanya,99.180.227.47,1750796248607,1750799308607,CG
The product quality is excellent and exactly as described.,Home,3,emccarthy,71.132.4.133,1755796348607,1755799048607,OR
I’ve been using it for a week and it’s performing really well.,Electronics,1,xanderson,204.73.140.137,1756480708607,1756481968607,OR
I’ve been using it for a week and it’s performing really well.,Home,1,jessica71,72.237.177.168,1751252428607,1751255908607,OR
Customer service was very responsive and helpful.,Beauty,2,goldenmonica,183.174.180.84,1749028408607,1749028768607,OR
The product quality is excellent and exactly as described.,Clothing,3,david54,145.31.216.166,1748836588607,1748839888607,OR
Good good good nice nice nice awesome awesome awesome.,Food,1,wernerjames,102.54.8.151,1750034668607,1750037548607,CG
Customer service was very responsive and helpful.,Toys,3,xanderson,221.251.190.237,1755193168607,1755193648607,OR
Good good good nice nice nice awesome awesome awesome.,Clothing,3,ufox,57.135.44.131,1751325088607,1751327908607,CG
Excellent quality very very very good nice and awesome product.,Electronics,2,irhodes,127.206.62.149,1745342908607,1745344648607,CG
Excellent quality very very very good nice and awesome product.,Food,1,audrey24,248.181.50.218,1748461288607,1748461648607,CG
The item works perfect perfect perfect wow wow wow.,Food,5,williamstanya,89.193.34.236,1744931788607,1744932988607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Electronics,4,goldenmonica,157.160.250.128,1744958788607,1744962268607,CG
I’ve been using it for a week and it’s performing really well.,Toys,1,ufox,187.243.26.156,1746139888607,1746141088607,OR
Good good good nice nice nice awesome awesome awesome.,Toys,1,lauracarroll,79.125.242.248,1756532548607,1756535848607,CG
Fast delivery and great packaging.,Home,4,kevinpowell,96.143.57.248,1749012268607,1749012748607,OR
Fast delivery and great packaging.,Books,4,wernerjames,167.92.51.132,1755903148607,1755905548607,OR
I’ve been using it for a week and it’s performing really well.,Clothing,5,virginia01,149.7.120.43,1756078888607,1756080028607,OR
Excellent quality very very very good nice and awesome product.,Toys,5,jamie71,42.144.161.5,1749840628607,1749843928607,CG
I’ve been using it for a week and it’s performing really well.,Beauty,1,mark20,113.160.234.191,1751760268607,1751763028607,OR
The product quality is excellent and exactly as described.,Beauty,3,hallcaleb,34.14.23.223,1750318048607,1750318288607,OR
Fast delivery and great packaging.,Food,4,lgarrison,129.226.220.188,1756093708607,1756094848607,OR
This product is the best I ever used ever best product ever wow amazing.,Home,2,rhonda84,240.139.139.63,1748645788607,1748648128607,CG
Customer service was very responsive and helpful.,Food,3,jacksonsylvia,134.217.241.199,1755437968607,1755440008607,OR
The product quality is excellent and exactly as described.,Clothing,5,arthur42,29.242.2.88,1751734588607,1751734888607,OR
I’ve been using it for a week and it’s performing really well.,Books,3,toddboyle,97.146.59.237,1752687388607,1752687808607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Beauty,1,uadams,171.4.243.213,1747554808607,1747554928607,CG
Amazing experience! Totally worth the money.,Clothing,3,stanleydaniel,52.186.129.60,1749235108607,1749238528607,OR
Good good good nice nice nice awesome awesome awesome.,Clothing,1,rhondastrickland,187.244.189.225,1748548048607,1748548648607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Food,5,lgarrison,66.157.75.181,1749000088607,1749002608607,CG
The item works perfect perfect perfect wow wow wow.,Beauty,1,xanderson,241.90.250.156,1748779468607,1748781388607,CG
Good good good nice nice nice awesome awesome awesome.,Toys,1,icherry,235.146.95.252,1745681848607,1745685388607,CG
Amazing experience! Totally worth the money.,Books,1,joshua83,3.92.49.132,1746927328607,1746929068607,OR
This product is the best I ever used ever best product ever wow amazing.,Food,5,ufox,167.226.13.103,1756272628607,1756274128607,CG
The item works perfect perfect perfect wow wow wow.,Books,1,goldenmonica,255.238.249.242,1756730248607,1756733368607,CG
This product is the best I ever used ever best product ever wow amazing.,Books,4,jacksonsylvia,167.240.97.87,1747928848607,1747931008607,CG
Customer service was very responsive and helpful.,Clothing,1,campbellmelissa,107.110.32.120,1755801568607,1755804808607,OR
This product is the best I ever used ever best product ever wow amazing.,Beauty,2,martinkaren,91.44.27.36,1747617808607,1747618888607,CG
Excellent quality very very very good nice and awesome product.,Books,1,rhondastrickland,163.69.174.116,1751859148607,1751861968607,CG
Fast delivery and great packaging.,Electronics,5,iklein,132.167.24.10,1751584468607,1751586988607,OR
Customer service was very responsive and helpful.,Clothing,2,jamie71,94.255.47.7,1756115068607,1756117948607,OR
Fast delivery and great packaging.,Books,1,millerlisa,104.162.224.193,1747932508607,1747934608607,OR
The item works perfect perfect perfect wow wow wow.,Food,5,hsolis,16.44.190.54,1747680208607,1747682908607,CG
The product quality is excellent and exactly as described.,Food,5,scottmary,248.186.44.23,1754996128607,1754996728607,OR
Excellent quality very very very good nice and awesome product.,Food,5,uadams,225.241.4.142,1755250948607,1755254488607,CG
Fast delivery and great packaging.,Electronics,4,farrellandrea,144.76.146.250,1756601608607,1756605028607,OR
Fast delivery and great packaging.,Toys,2,alexandrabenitez,249.207.31.15,1745487808607,1745488108607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Toys,2,colemanwhitney,17.214.160.141,1748588308607,1748591908607,CG
Fast delivery and great packaging.,Electronics,4,erik50,248.175.13.112,1748938768607,1748941468607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Toys,3,jamie71,192.182.230.118,1751636068607,1751637508607,CG
Customer service was very responsive and helpful.,Home,4,hlee,9.147.196.185,1756649668607,1756650868607,OR
Customer service was very responsive and helpful.,Food,3,marc18,102.92.6.192,1749119968607,1749123388607,OR
Customer service was very responsive and helpful.,Toys,4,wwarner,88.90.34.209,1748498428607,1748501368607,OR
Customer service was very responsive and helpful.,Electronics,3,icherry,142.200.49.42,1753505968607,1753508968607,OR
Good good good nice nice nice awesome awesome awesome.,Toys,3,astevens,21.119.176.36,1745275768607,1745276308607,CG
Amazing experience! Totally worth the money.,Home,5,rhondastrickland,211.44.236.251,1753281628607,1753283248607,OR
Fast delivery and great packaging.,Beauty,3,andersonkim,115.152.236.107,1749559468607,1749563008607,OR
Amazing experience! Totally worth the money.,Books,5,sherri27,35.66.140.130,1750233688607,1750235068607,OR
I’ve been using it for a week and it’s performing really well.,Books,5,iklein,80.18.129.12,1752538408607,1752541768607,OR
Fast delivery and great packaging.,Toys,1,campbellmelissa,194.226.152.124,1746944188607,1746945808607,OR
The product quality is excellent and exactly as described.,Books,1,vincent05,181.36.255.119,1755987388607,1755989428607,OR
Customer service was very responsive and helpful.,Food,3,ufox,30.227.164.170,1747614388607,1747617568607,OR
I’ve been using it for a week and it’s performing really well.,Toys,4,icherry,149.62.49.74,1755147088607,1755147808607,OR
Customer service was very responsive and helpful.,Electronics,5,alec82,207.246.153.11,1746748288607,1746750208607,OR
The item works perfect perfect perfect wow wow wow.,Beauty,2,brandon86,229.58.172.238,1750194868607,1750196248607,CG
The item works perfect perfect perfect wow wow wow.,Food,4,andersonkim,118.112.18.97,1749093928607,1749097048607,CG
This product is the best I ever used ever best product ever wow amazing.,Books,5,wernerjames,108.136.203.113,1751743948607,1751744488607,CG
This product is the best I ever used ever best product ever wow amazing.,Toys,5,erik50,8.65.175.164,1754085568607,1754089168607,CG
Excellent quality very very very good nice and awesome product.,Clothing,3,vincent05,101.78.122.235,1746889528607,1746889588607,CG
The item works perfect perfect perfect wow wow wow.,Electronics,2,marc18,147.213.201.50,1751538988607,1751540488607,CG
I’ve been using it for a week and it’s performing really well.,Books,3,alicia63,237.203.226.19,1755723388607,1755725728607,OR
The product quality is excellent and exactly as described.,Electronics,2,jessica95,41.100.14.68,1751525788607,1751526088607,OR
Fast delivery and great packaging.,Beauty,4,tamaramatthews,139.126.166.6,1748043268607,1748045128607,OR
I’ve been using it for a week and it’s performing really well.,Clothing,5,troysmith,247.196.138.254,1755973108607,1755974788607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Books,3,uadams,96.195.185.136,1751011048607,1751011348607,CG
This product is the best I ever used ever best product ever wow amazing.,Toys,2,kevin77,48.129.106.243,1750312528607,1750315828607,CG
I’ve been using it for a week and it’s performing really well.,Clothing,4,collinsanna,44.108.115.115,1751986048607,1751987488607,OR
This product is the best I ever used ever best product ever wow amazing.,Beauty,2,nrivera,12.23.235.203,1755060268607,1755063088607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Books,1,hallcaleb,142.8.246.3,1752876448607,1752877768607,CG
The item works perfect perfect perfect wow wow wow.,Home,2,susanwatson,174.227.78.52,1753058788607,1753062208607,CG
I’ve been using it for a week and it’s performing really well.,Food,1,alicia63,240.250.180.224,1751160028607,1751163028607,OR
Amazing experience! Totally worth the money.,Electronics,2,maurice28,117.251.212.180,1755272548607,1755275068607,OR
This product is the best I ever used ever best product ever wow amazing.,Books,5,virginia01,157.137.158.134,1747978768607,1747980808607,CG
This product is the best I ever used ever best product ever wow amazing.,Electronics,2,othornton,223.153.143.42,1754819608607,1754820868607,CG
Fast delivery and great packaging.,Home,3,macknathan,210.172.107.128,1756043668607,1756044148607,OR
Excellent quality very very very good nice and awesome product.,Clothing,3,ufox,21.109.178.56,1752399988607,1752400348607,CG
The item works perfect perfect perfect wow wow wow.,Home,4,shannonfoster,13.204.17.76,1752783868607,1752784948607,CG
Fast delivery and great packaging.,Beauty,1,kathryn58,99.140.48.81,1751614888607,1751617648607,OR
The item works perfect perfect perfect wow wow wow.,Electronics,4,ericweeks,80.40.62.48,1746362128607,1746362968607,CG
The item works perfect perfect perfect wow wow wow.,Food,5,yharrison,69.26.153.125,1751229388607,1751230888607,CG
Excellent quality very very very good nice and awesome product.,Home,5,icherry,90.192.30.76,1745181388607,1745182228607,CG
This product is the best I ever used ever best product ever wow amazing.,Clothing,3,loganmoreno,89.179.209.82,1747629868607,1747631368607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Home,1,wernerjames,237.146.148.124,1754510848607,1754511808607,CG
This product is the best I ever used ever best product ever wow amazing.,Home,1,kevinpowell,223.25.96.37,1749538588607,1749541468607,CG
Fast delivery and great packaging.,Clothing,3,andersonmatthew,122.243.152.12,1755836488607,1755839488607,OR
Amazing experience! Totally worth the money.,Home,2,nicholasodom,189.118.105.180,1755626008607,1755629608607,OR
Good good good nice nice nice awesome awesome awesome.,Food,4,xanderson,229.35.117.86,1753519768607,1753522768607,CG
The product quality is excellent and exactly as described.,Home,3,anthonyramos,180.167.26.4,1745588428607,1745589868607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Home,4,scottmary,103.140.92.87,1755471148607,1755474148607,CG
Amazing experience! Totally worth the money.,Toys,3,wwarner,161.172.67.170,1749647368607,1749650008607,OR
Amazing experience! Totally worth the money.,Food,1,troysmith,41.85.224.100,1749658888607,1749661528607,OR
Good good good nice nice nice awesome awesome awesome.,Books,3,maurice28,38.181.106.33,1749794008607,1749795688607,CG
Excellent quality very very very good nice and awesome product.,Clothing,2,williamstanya,39.240.40.111,1749882688607,1749884848607,CG
Excellent quality very very very good nice and awesome product.,Clothing,5,yreyes,1.12.181.127,1753692568607,1753694068607,CG
The item works perfect perfect perfect wow wow wow.,Beauty,5,susanwatson,61.113.37.97,1750513888607,1750515928607,CG
The product quality is excellent and exactly as described.,Clothing,4,susanwatson,9.48.190.181,1747779388607,1747782448607,OR
Good good good nice nice nice awesome awesome awesome.,Beauty,5,uadams,195.57.90.200,1751301988607,1751302888607,CG
The product quality is excellent and exactly as described.,Beauty,3,kimberlymcmahon,55.103.30.189,1748857048607,1748859328607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Toys,1,sherri27,128.67.8.215,1752549028607,1752551008607,CG
The item works perfect perfect perfect wow wow wow.,Clothing,1,denniswilliams,150.169.30.52,1754551588607,1754552368607,CG
I’ve been using it for a week and it’s performing really well.,Home,2,cynthiaprice,230.242.33.198,1753077928607,1753078348607,OR
The product quality is excellent and exactly as described.,Electronics,2,nicholasodom,32.160.145.120,1752974068607,1752974608607,OR
The item works perfect perfect perfect wow wow wow.,Clothing,2,danacampos,215.169.143.36,1748648788607,1748650468607,CG
Customer service was very responsive and helpful.,Food,2,denniswilliams,120.39.233.75,1754726608607,1754727268607,OR
Customer service was very responsive and helpful.,Clothing,3,alec82,11.153.84.193,1756041988607,1756042288607,OR
Customer service was very responsive and helpful.,Food,2,vjoseph,87.91.102.154,1750895728607,1750896748607,OR
The item works perfect perfect perfect wow wow wow.,Books,5,zrobinson,110.98.105.90,1746817048607,1746820408607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Clothing,2,goldenmonica,133.48.47.193,1749880648607,1749881608607,CG
Good good good nice nice nice awesome awesome awesome.,Home,5,brandon86,221.238.92.211,1755193528607,1755194728607,CG
This product is the best I ever used ever best product ever wow amazing.,Clothing,5,tapiajessica,52.89.121.139,1752533248607,1752533788607,CG
Customer service was very responsive and helpful.,Home,4,mark20,168.161.112.40,1750512208607,1750515028607,OR
Amazing experience! Totally worth the money.,Clothing,3,colemanwhitney,209.147.243.51,1752175948607,1752176788607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Food,3,vincent05,217.13.142.198,1754436868607,1754438548607,CG
Excellent quality very very very good nice and awesome product.,Clothing,3,vincent05,11.80.69.33,1752951568607,1752953188607,CG
Customer service was very responsive and helpful.,Home,4,stanleydaniel,88.240.198.231,1756788268607,1756790068607,OR
The product quality is excellent and exactly as described.,Books,3,rhonda84,194.191.106.31,1754921128607,1754924548607,OR
I’ve been using it for a week and it’s performing really well.,Food,3,wwarner,19.115.236.112,1747734928607,1747736728607,OR
Very satisfied not fake review trust me genuine genuine genuine.,Beauty,2,kimberlymcmahon,126.214.232.47,1746076948607,1746080128607,CG
The item works perfect perfect perfect wow wow wow.,Toys,5,hlee,212.96.130.167,1747922008607,1747924528607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Toys,4,justinpeters,232.88.170.255,1747240468607,1747242208607,CG
Excellent quality very very very good nice and awesome product.,Books,4,xmaldonado,116.57.77.104,1752886108607,1752886408607,CG
Fast delivery and great packaging.,Beauty,2,rhonda84,250.136.137.104,1751994028607,1751994508607,OR
Amazing experience! Totally worth the money.,Toys,1,toddboyle,35.173.242.43,1745114068607,1745116528607,OR
Amazing experience! Totally worth the money.,Clothing,1,juliemartinez,223.146.106.129,1747293808607,1747293868607,OR
The product quality is excellent and exactly as described.,Toys,1,alexandrabenitez,119.234.72.183,1754967388607,1754967568607,OR
Fast delivery and great packaging.,Food,5,kathryn58,47.78.9.112,1752576148607,1752578128607,OR
The item works perfect perfect perfect wow wow wow.,Food,1,zrobinson,229.226.127.53,1749608308607,1749609568607,CG
Customer service was very responsive and helpful.,Home,3,martinkaren,74.35.205.211,1745608948607,1745610568607,OR
This product is the best I ever used ever best product ever wow amazing.,Books,1,kingheather,80.167.72.113,1752435808607,1752437068607,CG
Amazing experience! Totally worth the money.,Toys,4,jamie71,174.18.110.243,1753788808607,1753790848607,OR
I’ve been using it for a week and it’s performing really well.,Electronics,5,mcculloughcheryl,76.69.117.48,1755658588607,1755659428607,OR
This product is the best I ever used ever best product ever wow amazing.,Beauty,3,hlee,53.225.45.204,1754224708607,1754225608607,CG
Amazing experience! Totally worth the money.,Books,4,loganmoreno,109.11.77.5,1755330448607,1755333208607,OR
Amazing experience! Totally worth the money.,Electronics,3,millerlisa,154.154.205.114,1755305428607,1755307228607,OR
Excellent quality very very very good nice and awesome product.,Electronics,4,joebaker,248.100.110.77,1747645648607,1747645768607,CG
The product quality is excellent and exactly as described.,Beauty,5,stanleydaniel,221.108.226.198,1748248408607,1748251228607,OR
Good good good nice nice nice awesome awesome awesome.,Beauty,5,millerlisa,171.207.76.64,1753636768607,1753638928607,CG
The item works perfect perfect perfect wow wow wow.,Electronics,4,virginia01,15.204.30.125,1754229688607,1754232328607,CG
The item works perfect perfect perfect wow wow wow.,Electronics,2,goldenmonica,97.253.64.24,1747633588607,1747634188607,CG
Good good good nice nice nice awesome awesome awesome.,Clothing,2,danacampos,13.222.232.29,1751329288607,1751331208607,CG
Excellent quality very very very good nice and awesome product.,Electronics,4,gjackson,107.92.19.254,1754505208607,1754508208607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Clothing,4,jessica95,221.94.102.132,1750423108607,1750424848607,CG
Customer service was very responsive and helpful.,Beauty,1,millerlisa,253.239.165.177,1750211848607,1750213888607,OR
This product is the best I ever used ever best product ever wow amazing.,Clothing,3,vincent05,253.251.42.150,1752342808607,1752344068607,CG
I’ve been using it for a week and it’s performing really well.,Toys,1,nicholasodom,135.2.212.116,1751944108607,1751945248607,OR
I’ve been using it for a week and it’s performing really well.,Food,1,lgarrison,146.229.160.117,1754980228607,1754981008607,OR
The item works perfect perfect perfect wow wow wow.,Clothing,1,kimberlymcmahon,250.116.228.70,1746148888607,1746151828607,CG
Amazing experience! Totally worth the money.,Beauty,1,jgonzalez,229.200.195.73,1750217308607,1750217668607,OR
Amazing experience! Totally worth the money.,Food,5,arthur42,182.152.225.145,1747817488607,1747817668607,OR
Good good good nice nice nice awesome awesome awesome.,Electronics,1,kevinpowell,108.6.189.161,1754182588607,1754183128607,CG
Fast delivery and great packaging.,Home,4,jgonzalez,229.119.76.197,1754201128607,1754204188607,OR
Excellent quality very very very good nice and awesome product.,Clothing,5,ktrujillo,179.241.160.204,1749097948607,1749099268607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Home,1,vjoseph,160.106.163.66,1754817568607,1754818768607,CG
Amazing experience! Totally worth the money.,Books,1,jgonzalez,141.165.158.14,1745572168607,1745573488607,OR
Excellent quality very very very good nice and awesome product.,Toys,4,farrellandrea,172.177.55.100,1753493908607,1753496248607,CG
Excellent quality very very very good nice and awesome product.,Food,2,andersonkim,240.4.165.39,1746632008607,1746632128607,CG
Fast delivery and great packaging.,Food,3,mark18,193.107.224.141,1754025448607,1754028328607,OR
Customer service was very responsive and helpful.,Home,4,vincent05,27.184.24.230,1746772708607,1746774688607,OR
Good good good nice nice nice awesome awesome awesome.,Clothing,5,irhodes,178.121.41.39,1747361608607,1747362868607,CG
Excellent quality very very very good nice and awesome product.,Beauty,2,zrobinson,40.229.235.74,1752456868607,1752460168607,CG
Very satisfied not fake review trust me genuine genuine genuine.,Beauty,5,vincent05,72.239.241.82,1750648168607,1750648228607,CG
